id,name,nickname,title,gender,body_type,rarity,element,primordial_force,weapon_type,region,affiliation,profession,species,constellation,special_dish,TAG,description,birthday,cn_CV,img_src
character95,七七,['起死回骸童子，救苦度厄真君，椰羊创始人，77，肚饿真君(玩笑梗)，移动的七天神像，不卜庐剑圣'],冻冻回魂夜,女,幼女,5星,冰,,单手剑,璃月,不卜庐,不卜庐采药人,僵尸,三清铃座,没有未来菜,"['治疗', '复活', '特产探索', '减攻', '自身伤害提升', '能量恢复']",药庐“不卜庐”的采药姑娘兼学徒，面色苍白如纸的不死之人。话很少，也没有什么表情。曾因“仙缘”而拥有了被凡间称作僵尸的不死之身，外表永远停留在了逝去那年，年龄不可考。,3月3日,宴宁,https://patchwiki.biligame.com/images/ys/a/a7/ebfzfyxg4wzpfpzm8bc33fkgsgwwid4.png
character96,琴,"['芭芭拉的姐姐', '代理团长', '蒲公英骑士', '狮牙骑士', '蒙德砍王', '六边形战士', '骑士团之魂', '吸尘器']",蒲公英骑士,女,成女,5星,风,,单手剑,蒙德,西风骑士团,西风骑士团代理团长,人类,幼狮座,提神醒脑披萨,"['聚怪', '治疗', '烹饪', '控制', '伤害减免', '减抗', '攻速提升', '移速提升', '元素附着', '能量恢复']",正直严谨的蒲公英骑士，蒙德西风骑士团的代理团长。,3月14日,林簌,https://patchwiki.biligame.com/images/ys/b/b0/dfc739glycpbg2vyp98zxui8ehzslhy.png
character97,旅行者/风,[],,男/女,,5星,风,,单手剑,,,,,,,"['控制', '减抗', '自身治疗', '聚怪', '元素转化', '自身元素充能效率提升']",,,,
character98,莫娜,"['神秘占星术士', '梅姬', '半部讨龙真君', '开服/普池酱香真君', '梅姬斯图斯卿']",星天水镜,女,少女,5星,水,,法器,蒙德,蒙德,神秘占星术士,人类,映天座,至高的智慧（生活）,"['控制', '嘲讽', '炼金返还', '伤害提升', '快速移动', '自身伤害提升', '暴击率提升']",神秘的少女占星术士，声称自己是「伟大的占星术士莫娜」，拥有与名号相符的不俗实力，博学而高傲。,8月31日,陈婷婷,https://patchwiki.biligame.com/images/ys/9/9d/r92x5kttsnrvkc0l08yefu5zhabj4fn.png
character99,旅行者/岩,[],,男/女,,5星,岩,,单手剑,,,,,,,"['岩造物', '能量恢复', '技能延长', '冷却减少', '属性变换', '抗打断', '暴击率提升']",,,,
character100,刻晴,"['得不到的女人', '氪晴', '屁斜剑法', '刻师傅', '玉衡星', '阿晴', '金丝虾球真君', '璃月雷神', '刻猫猫', '牛杂师傅', '牛角包']",霆霓快雨,女,少女,5星,雷,,单手剑,璃月,璃月七星,璃月七星-玉衡星,人类,金紫定垂座,绝境求生烤鱼,"['位移', '能量回复', '派遣', '自身附魔', '自身伤害提升', '自身暴击率提升']",璃月七星之一，玉衡星。对「帝君一言而决的璃月」颇有微词——但实际上，神挺欣赏她这样的人。,11月20日,谢莹,https://patchwiki.biligame.com/images/ys/0/05/8c9hbw8vgn7omiecnpu911rw8d4afe0.png
character101,旅行者,[],,男/女,,5星,无,,单手剑,,,,,,,['无'],,,,
character102,香菱,"['「万民堂」大厨', '「厨王争霸赛」冠军', '厨神姐姐「花角玉将」哪吒', '锅巴发射器', '无敌风火轮真君', '舌尖上的璃月', '提瓦特枪王', '璃月火腿之一', '三幻神之一']",万民百味,女,少女,4星,火,,长柄武器,璃月,万民堂,万民堂大厨,人类,长杓座,万民堂水煮鱼,"['加攻', '烹饪', '减抗', '伤害提升', '技能延长']",来自璃月，名声在外的少女厨师，对料理之道极具热情，拿手麻辣菜肴堪称一绝。,11月2日,小N同时也为「锅巴」配音,https://patchwiki.biligame.com/images/ys/0/00/226gsdds7m5fg4tq9rha4c5hdpdc0ud.png
character103,行秋,"['秋妹妹', '书呆子', '乐子人（迫害重云）', '秋秋人', '火C人形专武', '二小姐', '枕玉老师', '6星水神', '三幻神之一', '虹雨', '文笔加密真君']",少年春衫薄,男,少年,4星,水,,单手剑,璃月,飞云商会,古华飞云,人类,锦织座,江湖百味,"['治疗', '炼金返还', '减抗', '抗打断', '自身伤害提升', '伤害减免', '协同攻击', '技能延长', '能量恢复', '自身倍率加成']",经常能在书摊看到的少年人。手执长剑，胸中常怀侠义之心。,10月9日,唐雅菁,https://patchwiki.biligame.com/images/ys/4/48/kbpj3ldtjpmckt8lyppspsuvg1vu3yc.png
character104,雷泽,"['平民战神', '炸矿之星', '狼崽(子)', '蒙德砍王', '小狼狼（丽莎）', '须佐狼乎', '替身使者', '小赛诺', '剃须刀(外网梗【razor】)']",狼少年,男,少年,4星,雷,,双手剑,蒙德,奔狼岭,奔狼领的传说,人类,小狼座,爪爪土豆饼,"['冲刺消耗减少', '减防', '自身伤害提升', '自身抗性提高', '自身抗打断', '感电免疫', '自身攻速提升', '冷却减少', '能量恢复', '自身暴击率提升', '自身元素附着', '自身元素充能效率提升']",住在蒙德地区奔狼领，远离城市与人群，和狼一同生活的少年。直觉锐利，身姿迅捷。,9月9日,周帅,https://patchwiki.biligame.com/images/ys/c/cc/1kc3as9oj8rxzdzrct2fy0ak0h2v38y.png
character105,安柏,"['侦察骑士', '快乐小火把（七圣召唤游戏名）', '燃炬焚棘真君', '打火姬', '初代目提瓦特第一火弓']",飞行冠军,女,少女,4星,火,,弓,蒙德,西风骑士团,西风骑士团侦察骑士,人类,小兔座,侦察骑士烤肉！,"['滑翔消耗减少', '加攻', '移速提升', '伤害提升', '自身伤害提升', '嘲讽']",永远充满活力的女孩，骑士团最优秀，同时也是最后的侦察骑士,8月10日,蔡书瑾,https://patchwiki.biligame.com/images/ys/6/63/qoyadhio1imipyhzglkvftydsvnjszy.png
character106,凝光,"['富婆', '天权星', '寻山见矿真君']",掩月天权,女,成女,4星,岩,,法器,璃月,璃月七星,群玉阁之主,人类,玑衡仪座,乾坤摩拉肉,"['矿物探查', '抗性提升', '伤害提升', '岩造物']",「璃月七星」中的「天权」，其名下财富之多，全大陆鲜有人能望其项背。,8月26日,杜冥鸦,https://patchwiki.biligame.com/images/ys/c/c9/m9pvanyhz3w1t0xi5nndp669o7k4pgz.png
character107,菲谢尔,"['皇女', '奥兹发射器', '（小）艾咪', '六花', '谢堡王']",断罪皇女！！,女,少女,4星,雷,,弓,蒙德,冒险家协会,幽夜净土之主宰,人类,幻鸦座,祝圣交响乐,"['派遣', '自身治疗', '技能延长', '协同攻击']",自称「断罪之皇女」，与名为奥兹的漆黑夜鸦同行的神秘少女,5月27日,Mace&赵悦程,https://patchwiki.biligame.com/images/ys/b/b4/ppczedqihpaf67jup4c2buhpm5o9nux.png
character108,丽莎,['图书管理员，win~win~win，丽莎阿姨（可莉专属），蒙德雷神'],蔷薇魔女,女,成女,4星,雷,,法器,蒙德,西风骑士团,西风骑士团图书管理员,人类,沙漏座,魔法肉酱面,"['减防', '炼金返还', '自身抗打断', '能量恢复']",慵懒而博学的图书管理员，须弥教令院「两百年一见」的天才毕业生。,6月9日,钟可,https://patchwiki.biligame.com/images/ys/8/85/qdsfc1kic18pxlz7qmobf0xb96wckww.png
character109,砂糖,['雷萤术士'],无害甜度,女,少女,4星,风,,法器,蒙德,西风骑士团,西风骑士团炼金术士,兽人,烧瓶座,伍玖叁式营养餐,"['聚怪', '控制', '炼金返还', '伤害提升', '精通加成', '技能延长', '冷却减少', '元素转化']",对万物充满好奇的炼金术士，「生物炼金」学派的研究者。,11月26日,小敢,https://patchwiki.biligame.com/images/ys/a/a0/f195zevfxtn7bv026lm1tge0mtg445l.png
character110,诺艾尔,"['女仆', '诺宝', '山吹', '高达', '岩王帝姬', '岩龙王']",未授勋之花,女,少女,4星,岩,,双手剑,蒙德,西风骑士团,骑士团女仆,人类,心护座,厚云朵松饼,"['护盾', '治疗', '烹饪', '技能延长', '自身伤害提升', '自身体力消耗降低', '特殊元素附魔']",「西风骑士团」的可靠女仆，梦想有天能成为正式的骑士。,3月21日,宴宁,https://patchwiki.biligame.com/images/ys/c/cd/d24zp3hv7t0frts7m98azd2r5sjfrwn.png
character111,凯亚,"['凯子哥', '骑兵小队队长', '踏(凝)冰渡海真君', '矿工头子', '花脸猫']",寒风剑士,男,成男,4星,冰,,单手剑,蒙德,西风骑士团,西风骑士团骑兵队长,人类,孔雀羽座,果香串烤,"['冲刺消耗减少', '自身治疗', '护盾', '能量回复', '技能延长', '自身伤害提升', '能量恢复']",异国面容的剑斗士，西风骑士团的头脑派人物。,11月30日,孙晔,https://patchwiki.biligame.com/images/ys/5/5f/1ovtt1l5lhop1t12zso2ll8exm9hjhi.png
character112,班尼特,"['「受祝福的人」', '点赞哥', '倒霉蛋', '霹雳闪雷真君', '六星火神', '三幻神之首', '班爷']",命运试金石,男,少年,4星,火,,单手剑,蒙德,冒险家协会,班尼冒险团团长,人类,险路座,提瓦特焦蛋,"['治疗', '元素附着', '派遣', '加攻', '元素附魔', '伤害提升', '冷却减少']",蒙德的冒险家少年，拥有与他的善良毫不相称的霉运。,2月29日,穆雪婷/葛子瑞二人分别负责少年和婴儿配音,https://patchwiki.biligame.com/images/ys/2/2e/tf34rxtd4qrb2m9d155gslcc2l7y1dv.png
character113,芭芭拉,"['琴团长的妹妹', '偶像', '内鬼', '加湿器', '蒙德辣王']",闪耀偶像,女,少女,4星,水,,法器,蒙德,西风教会,西风骑士团祈礼牧师,人类,金杯座,辣味时蔬烩肉,"['治疗', '复活', '烹饪', '元素附着', '伤害提升', '体力消耗降低', '技能延长', '冷却减少']",蒙德城的大家都喜欢芭芭拉。「偶像」这个词是她从一本杂志里看到的。,7月5日,宋媛媛,https://patchwiki.biligame.com/images/ys/b/bb/6df02t037knchcm86lxhqp588fp5tju.png
character114,北斗,"['大姐头', '爷们儿', '龙王', '海贼王', '稻妻人形继电石']",无冕的龙王,女,成女,4星,雷,,双手剑,璃月,南十字船队,南十字之主,人类,南天海山座,炝炒肉片,"['护盾', '游泳消耗减少', '弹反', '减抗', '抗打断', '自身伤害提升', '伤害减免', '协同攻击', '自身攻速提升']",武装船队「南十字」的首领，豪快的大姐头。,2月14日,唐雅菁,https://patchwiki.biligame.com/images/ys/7/7e/m61gfspfisdeyv46e82t639tpijtw4f.png
character115,重云,"['「驱邪世家」方士', '大外甥', '冰元素附魔器']",雪融有踪,男,少年,4星,冰,,双手剑,璃月,天衡方士,妖邪异闻诛者,人类,乾坤锋座,山珍凉卤面,"['元素附魔', '冷却缩减', '派遣', '减抗', '攻速提升', '自身伤害提升']",驱邪世家的年轻方士，为压制自身的「纯阳之体」费尽心机。,9月7日,kinsen,https://patchwiki.biligame.com/images/ys/5/55/t89h3psqczqephx6xwqall98oz8wjxf.png
